image,target,is_valid,is_labeled
upper-gi-tract/pathological-findings/barretts/fee3b50b-abad-4bc5-a909-cf1b291f7ef7.jpg,8,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/91b661ba-d464-4fc5-8c34-ca16b21abb17.jpg,11,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/0411e66e-a3f4-4833-8133-971cbbebefc2.jpg,0,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/cecdd640-18c8-4f86-a862-9bdf9f836c20.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/ee686e22-85ad-431c-99cf-5dc134230dd1.jpg,4,False,True
upper-gi-tract/pathological-findings/barretts/0ca3fdfe-1ab5-401c-a7f1-fb13f2586340.jpg,8,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/2a0d652e-a524-4edb-99cc-1d6666a69ef5.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/dc9dd230-4979-48ef-bc50-9e927e684b91.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/92c906de-fb6a-42ac-99b9-9529517b6f0a.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/639d7e51-7411-4413-ba53-13b73e932f16.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/bc028f9f-3690-4a8a-bb92-b0b8d2845411.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-a/cb9ec084-2109-4423-b542-18bacebac224.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-0-1/ae8b2f98-6fcc-426e-9698-be7dfb7c4e1a.jpg,2,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/6c1dc728-cb74-412c-9d07-7570c2df3b85.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/ba3d142c-4eea-45fc-a732-474892efa305.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/602dfa94-8d8d-4003-820e-ca0c19a61d3e.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/bbdef1ba-ba67-415c-a4d0-a012b09df5d2.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/0ffdd81c-bde7-4cb1-9c56-df44ba67b990.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/d44e47bf-c8d3-45fb-9f58-188a93d86285.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/dc094129-83d2-4f78-a0d0-30fa97012255.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/d00ab726-7d0a-4ccb-83c3-5ff6b5c762cc.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/ebfee775-1cb6-452e-9d4f-c9bd831d2bf4.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/ed269338-dec7-44e9-b759-56255ed62573.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/ec7fff59-335b-4741-a56e-43bb997833de.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/b32ca1da-00b2-490e-b18a-bb8cbbf948e8.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/cf70458d-5fb6-4803-a43a-1ebaca402a81.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/44cfed66-dd71-461e-a631-0305c3b33084.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/e2a7dd90-10d6-4b6b-91ee-6f639161af90.jpg,7,False,True
upper-gi-tract/pathological-findings/esophagitis-a/e7e441e4-8772-4866-bbfb-1f7c2612ee59.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/e9dcb796-2ff3-429b-8033-a7fd95eeafbc.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1b2f71e2-96ae-4169-91b1-1a19e1128c08.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/133d77bd-6883-47ff-bf7d-df773b663031.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/6d872306-c295-4534-9d6b-9a01fa810421.jpg,1,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/6ca36f8a-013b-4441-b86e-4c3b823276fd.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-a/fd0c6024-ff58-460d-9bb9-277b61ddfc07.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/df284f2d-2342-4a65-a340-8cc32054faa3.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/87ae4e10-a672-4ddd-8f2f-fdee6778e1fd.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-0-1/6518dbd4-cc8f-4b5d-812c-1e4ab9aa3337.jpg,2,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/b29a057b-efd5-4a4d-907d-177a8f081767.jpg,0,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1-2/ed63fc63-736a-46c8-af90-fb4270c6098e.jpg,5,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/33333939-291f-4350-8136-9cf52d40d5e3.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/a74aee96-b203-49ea-bad9-8677e86e8e63.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/e4d2ae73-8495-46e6-a121-8f3139effe64.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/2f57f73f-7d8f-4625-9956-a5efb8704061.jpg,11,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/0bc45252-73c2-4eca-9ed8-6a0e77427fe0.jpg,0,False,True
lower-gi-tract/pathological-findings/polyps/ee9ce607-fc34-49f3-a5c8-50d2f43e8955.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/5cfe16fa-bb5e-4b86-83cd-aaeec23c104b.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/fa2d319f-2c75-4e99-85fa-cc8213db5341.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/cd92976c-0825-4d91-844c-3881b17987e8.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/829db36d-9740-46af-99b2-287ea3b2addb.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/ee147082-01db-4870-8f36-7b4037b84287.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/b690f418-a199-415f-a9c5-77dabb6d5296.jpg,7,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-0-1/57ff0ada-18ac-4706-942d-b1e452a106db.jpg,2,False,True
lower-gi-tract/pathological-findings/polyps/52893e8c-1e88-4069-8831-c65551c4fc57.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/c9f66673-e6a7-417b-b6c4-9090adc8a748.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/7a9918d3-a38c-4a9e-bad5-e03dc8655f44.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/d91f9288-cc31-4f96-b48d-9e4338faa0fe.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/b7df8678-b1a4-442f-974f-fc8a3a5ad7c0.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/d7e0af28-5c60-48f7-ab5a-408a247949d8.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/a82f3176-8ab5-4412-947e-d88051b78e9a.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/ca4b2c4a-19b0-44df-8cc9-f0c12087cc19.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/efe9a062-bf44-4d46-908d-4affc5d05781.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/e400216a-2a8e-470c-835b-2064fd167b88.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/165c8928-b73f-4133-9c6d-4fb8c6b7ae25.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/329ece01-c812-49dc-8204-697cc4b726ce.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/c6496744-7d58-43c8-bf5b-803a480ff9e3.jpg,1,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/a0f8795d-7329-4814-ac7b-3029197f0adf.jpg,1,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/2a394663-0d82-4a97-bb85-b3cdff42e292.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/1124c477-75fe-480f-ae1f-b018d8c0f8ec.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/823b6a57-dba0-40a7-84bb-ddd45c6cb065.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/27bd085b-97e2-4ddf-839b-a2473aee2faa.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/968c5d22-d7f1-47bb-bded-993178401788.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/c012f47b-9329-43a9-9537-d2ff75ecaee6.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/66f81f02-3293-4eaa-87f6-65e71abb3b10.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/75a08be9-301d-4b8f-b6d2-eac58f4361ff.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/de052f8c-1129-474c-8d3f-1ed7b521329f.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/ad34c3f3-14e8-4f0e-8bce-daddac42e568.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/ce247ce0-ca05-4182-925a-5a6f8d9fbd2e.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/f46fa196-f9a6-4fea-a730-db130e98a37e.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/0d0c8784-f7af-4d00-a1db-65107baaf288.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/c17623f3-b2fd-4bd9-93f7-41b630f94804.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/8b87f75b-94db-478d-988a-78ada8365069.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/fb40cbbf-c109-4302-bcd0-5ad396fe2847.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/14e5d20e-c798-4ce2-82d0-f1f354c89ea1.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/68c4ce88-6d50-4c96-af97-db43d048c33b.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fd9fce08-f171-48a8-98cd-92b13661033f.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/b0b8ed43-36c0-42be-9dee-e1e5c6fe55af.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1-2/dac0a23d-7013-491a-ab12-0f4ac02f2e97.jpg,5,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/b95c3baa-0c85-487b-82e5-8ef90fb7b9a1.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/ba4bc12d-9f4f-4142-99ba-83c78fb76432.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/d3eb072a-a0a2-4873-8d40-1f7e1b8f4064.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/ad4bf005-5ef1-449a-8b27-bcc7d63ebc68.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-0-1/60b2d4c8-a94c-45fa-aef4-b43fe37cbe7d.jpg,2,False,True
lower-gi-tract/pathological-findings/polyps/f7659585-d5fe-4b90-ac9b-75182ecc36fd.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/cbc250f2-91f1-4b58-b4bc-e7aba999008c.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/a49c2906-b335-4f39-9756-36ff0c01af02.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/baebff78-063f-4ee0-8616-3385896cdb2e.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/b0713d5d-a7a3-4f9d-af4c-2b54d78d0695.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/f93bbf16-9eaf-43e3-83ca-e4eea68995ca.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/1bc60e68-519b-4475-899e-ea039ace34dd.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/5825abe2-4065-441e-83a8-eaeb57126d7d.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/9e9dab54-5a33-4225-bbf2-e1af57d7b58c.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/74fe29df-70b7-4444-941c-1aaba36e8157.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-a/cd6a620b-dfbd-403a-bf0d-29df59db31fe.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/906a3c79-da9c-474c-a49d-0373a2cbe277.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/7d04a4e0-567c-4d3a-a4a3-ff1aa6d54aec.jpg,1,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/3ea37d59-8740-419e-96cc-414878d4f7d9.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/65182d0e-0200-458a-b344-892bcc83403d.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/caeb7ce0-a1f5-4454-be1a-5980f23bd8dc.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/6ff0840c-7332-4cbc-998d-defa88e89381.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/7540badf-9da4-4c94-838e-e716c8a59cec.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/ce328a6d-62ed-4292-9747-674d05169e8e.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/1d08e05a-28de-4d61-8aee-47fec09f04c1.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/262e3e7c-0463-4af6-b02a-a4ceb8387148.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/e1803dd6-cb82-4e45-825a-2292f11cb779.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/d2d6e4a5-77e0-4859-9376-e9a80d10839c.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/ff16a698-7cf6-419a-9472-0c0cd2a87e96.jpg,1,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/1eadb6b4-36c8-4041-813b-1724959790d9.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-a/1ef77dc3-48d7-4295-9dda-77d4a8e1d741.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/6b4061ed-b6a5-44ac-8408-5b9abb80f461.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/f9be60f7-fa95-47d7-a18d-5cae92ac7279.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/299620fc-0e86-44ba-98fb-cb32eb91169e.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/99a4bae7-d05b-4f1a-9f69-a49c83472e90.jpg,11,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/d28adfe1-b3c6-43d1-9ea2-c8f3de9630e2.jpg,0,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/4109acb6-0667-4cc9-a2f1-8e82b6315f9e.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/6ad15e1e-0a59-4d73-a2ec-81a314682c39.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/90b809ed-d786-4666-9348-a3652b5e4354.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/9a8bdb7c-bfa7-4048-a342-4b98d457660c.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/c1e8ba7a-cd8b-4ac3-9dd5-6df1715576de.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/f5cb659d-9e0f-4d92-a0d1-a24ba889121d.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/8af6593a-c26e-4cd1-be80-528669965cb5.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/4742be87-ab5c-49b9-9d58-39dc6fb91939.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/4dca414a-5e96-4469-ade6-3540ef35ebd5.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/e7c945cc-5dad-4414-9980-2e85c8768733.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/c3e7dc54-0fc9-40bc-8c94-4b10f3723d7f.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/8ea26706-d1f2-441c-93d1-0504fea75f06.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/ce3821d7-b3d6-488b-871f-f0bce9f95b73.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/e47c7887-32d8-40db-9e34-93f03b751693.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/29890025-019b-4167-bd08-7c33d18a3402.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/44ff1c6a-fa66-43e1-b622-c48ebde75307.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/59817893-9311-4df3-8600-c0cde223121d.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/56a18272-bbbe-49e1-bad3-333f08245562.jpg,1,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1287a4fa-d876-4f6e-8bf3-383bd5bc2468.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/4c1cf513-6820-47ee-a019-838a89b7d874.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/89d1dd38-0d43-4d58-90c7-2764929062f9.jpg,1,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/dd41db37-9027-4305-941c-bb1f99f19a68.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/81703b4b-ef01-44ba-8c7c-f8935af48454.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/8c405810-c583-4033-9ed0-9858b264a770.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/eba1e589-8f32-44bb-8e17-d85a282e5cfe.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/6132c974-fb45-41ff-9f8b-325254c8d2fe.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/6dabba81-eb30-4f18-9e5c-e330254a7357.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/dd328178-27ec-4e0e-a369-2a81f457f781.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/14bc0fa7-960c-451f-bf38-3bb33bc4954e.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/738ce6ed-fa2f-4027-812b-8d588cd5e51f.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-a/947bf31f-fa9e-4989-b406-da54bbc80667.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/c295e2c3-3c5b-46d7-a999-d45e4a1ceba3.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/b557d8dd-1e5f-4300-8da5-df9d9bf16359.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/d4b84dc9-664c-4dd2-b839-ed8c4ba8479f.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/734da276-64da-405a-9f49-efcfa361d33e.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/405e069a-a27b-4b16-8bc7-5d6984956eaf.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/9035c364-38ac-4298-a8c3-54b393e7d4c0.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/0f7f4cad-b85b-4499-aa07-0336c12c4f68.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/a34b1b6c-d292-4690-bd21-de3cc9af4a99.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/a902d51f-9709-4c6a-9579-4f4691a2029f.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/c36b0e1a-7e0a-4b06-a559-342c417af14c.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-a/f51f26e5-f0e0-41a1-ad50-db2be64a94ae.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/ff81bc92-b183-40db-b1ad-c06cb49e0491.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/9996a234-2ffa-4a62-818c-df2364dd2825.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/6d6c25dd-80b0-4a67-8ebb-eceb83c988f7.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/16df705b-400c-4962-92eb-07343c3f741b.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/64b33d33-7f85-439f-8d1b-c8f19d239272.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3ec91452-a7a4-444d-b9ec-a745ca765372.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/4d715a19-a942-42c1-9842-a393f93d582f.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/b156316d-5b1d-4b3f-a6ba-665c1b7b4445.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3f8435f2-88ec-48d6-b061-6b4d2a7eea2a.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/3d796f3e-ca0e-4369-a080-7d0510389eb4.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/5dd89bce-9b0d-44c7-8196-9a6e5ed8f5a1.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/241af5c9-884d-4d28-876d-a0b95912bf97.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/a8a962c3-1434-4be6-b146-396d3d06aaf0.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/a1606371-4215-4b30-abc5-c488fcb5b924.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/a7073779-be17-43a4-b450-bf89669526a3.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/c19dbf18-05c1-4001-813b-a18312e8e8fc.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/312ac427-4fb6-458f-b1bb-06b06ad8b54f.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/5659e88a-2a94-477e-85e5-e37b8104c400.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/48d6d518-7979-4ffb-846e-a1c89b52bfaf.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/512f85ae-e6dc-41c6-abbb-860fda404dd9.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/f71d5394-9fbe-42a6-9fec-a53a4ec146fb.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/35fe855a-71ca-4e27-8dfa-d258ee31ee1f.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/43676bde-fdbe-462c-9a90-4e655832a499.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/5bd1b587-775c-4443-8299-b0fe48ee75a0.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/85118a1b-5f06-4ae2-bd39-00f8aa5771b1.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/f59cb333-7160-4975-a550-ff76ac511618.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/20ea2b2f-752a-436f-9a52-5a3a678d28ac.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/54d45c57-2392-4b22-a8ba-5c06f21bea8a.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/2fa28987-9ad4-4027-9602-53285c64b889.jpg,7,False,True
upper-gi-tract/pathological-findings/esophagitis-a/c1e1932f-bccf-43ec-8527-a35d473f3b90.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/95dbf2d8-c0f9-4421-a525-fdf6bbf07fde.jpg,6,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/f6c64961-b41c-4569-9a44-1deee095c095.jpg,0,False,True
upper-gi-tract/pathological-findings/esophagitis-a/601b3579-86a7-4bf2-a84b-716474a87c9f.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/bfd7dca8-336b-4d88-8799-d0dab2bcb8ee.jpg,11,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/95a96a24-c097-4d79-b62b-cb86c3840537.jpg,0,False,True
lower-gi-tract/pathological-findings/polyps/d7f965d4-3185-4572-b3ad-68c0f2a2ad7f.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/92195197-92a8-43f0-a190-1b699d519576.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/db5c715d-55ea-4fc3-b1a8-53dcd7f84a38.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/77071c52-3eb6-4e72-928a-5a29429a695d.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/40a728d6-186d-44e5-a03e-7a6c67515dd9.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/e5c3c5b5-1f75-4a69-8ace-1d2d934c6303.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/079688a2-caa5-4463-833f-04db07e7c586.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1-2/722ecac1-bfb6-4f87-97a0-3d7e375d35e3.jpg,5,False,True
lower-gi-tract/pathological-findings/polyps/51e7e74f-bfd1-4ef8-b0b8-79a83da5381e.jpg,4,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/463c84ec-2e3e-46c4-9de7-f5f834b28010.jpg,0,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/7657cc2d-2be8-45a7-88c0-6bb9412f83f6.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-a/383f440b-af6a-4ad4-8d38-5371ba409787.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/60841dc1-8e33-43c0-85cc-353d2c2bf37d.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/ed71c39a-fd44-4068-b9b5-66dc25b5cf7a.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1897026b-8785-43d2-837c-d3ed1b2530ef.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/7624042a-14be-4278-9e8a-defe43af5a8f.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/459eb2f9-41f2-4449-b963-3d3f1e706f09.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/649428a8-6cf6-4322-858b-31213b64de7e.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/dd7df372-5cd2-43ba-a713-3a0788e5c5d3.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-a/5e48e2e2-23ec-4b3c-9a4f-779d375e580f.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/ca398e0e-a1f9-495e-adec-5f8384d99dc7.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/17059b4e-3611-463b-8d36-ac63bed455d0.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-a/ee400847-47ea-4dc8-addf-fe35371fad25.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/b1dc53e5-9c62-40b8-a047-1f56c1af193b.jpg,4,False,True
